date,open_price,high_price,low_price,close_price,no_of_shares,no_of_trades,total_turnover
2024-06-10,440.85,440.85,435.9,436.75,398227,10829,174324673.0
2024-06-07,432.75,441.5,431.15,439.1,2319526,40284,1015701458.0
2024-06-06,437.0,437.6,431.1,435.8,1430312,26156,621507024.0
2024-06-05,423.5,435.9,418.1,430.3,1647373,41221,706433979.0
2024-06-04,426.95,427.0,403.0,415.4,2583705,92589,1072167885.0
2024-06-03,435.55,435.55,428.7,430.55,387107,9322,166867453.0
2024-05-31,427.45,429.4,424.25,426.15,1359657,38331,580534466.0
2024-05-30,429.95,430.95,422.4,424.05,378761,10295,161022127.0
2024-05-29,427.95,432.35,426.05,430.8,430910,11194,185254208.0
2024-05-28,432.0,434.0,428.25,428.9,473843,14732,203692627.0
2024-05-27,437.8,438.85,430.8,431.5,312984,13707,136383321.0
2024-05-24,441.85,442.45,435.2,436.1,723488,14396,316422952.0
2024-05-23,441.45,445.0,436.65,441.2,767762,11025,338248354.0
2024-05-22,436.9,442.0,435.5,439.75,713685,14951,313708651.0
2024-05-21,436.5,437.05,433.3,434.95,280372,5856,121938554.0
2024-05-18,437.0,437.5,435.15,436.45,99512,3895,43444132.0
2024-05-17,431.9,437.7,429.0,436.6,604415,10943,262691523.0
2024-05-16,429.15,432.45,423.1,431.25,648952,21395,277147147.0
2024-05-15,430.45,433.2,426.8,427.85,312010,12261,134022899.0
2024-05-14,430.05,433.35,428.7,429.7,346692,13387,149208626.0
2024-05-13,433.85,435.5,429.5,431.85,179854,5107,77712590.0
2024-05-10,425.85,436.3,425.85,433.2,994647,20700,430793363.0
2024-05-09,440.55,440.95,423.35,425.2,873692,10628,373659759.0
2024-05-08,441.7,444.65,438.2,440.9,597203,15623,263644269.0
2024-05-07,436.35,446.15,434.9,440.4,758244,11589,335624919.0
2024-05-06,437.05,440.45,433.0,434.6,704209,5792,305597105.0
2024-05-03,439.55,439.9,431.5,436.25,843367,26140,367610525.0
2024-05-02,436.45,442.5,434.9,439.1,284073,6706,124794130.0
2024-04-30,439.45,440.45,435.05,435.6,181604,5409,79600861.0
2024-04-29,442.5,442.5,434.6,438.0,303544,6238,132901082.0
2024-04-26,439.75,443.45,436.2,439.95,863516,15386,379637623.0
2024-04-25,431.0,438.2,429.0,437.5,409133,8775,177599627.0
2024-04-24,429.2,430.8,428.25,428.85,347235,11330,149235389.0
2024-04-23,425.95,430.5,425.25,429.2,160441,4601,68789028.0
2024-04-22,427.4,427.6,423.35,425.25,380393,13797,161585599.0
2024-04-19,417.6,426.3,416.3,424.8,1183392,28536,501685018.0
2024-04-18,426.45,426.55,417.9,418.95,695816,25323,294053532.0
2024-04-16,423.7,427.0,423.0,425.95,356089,13673,151382640.0
2024-04-15,425.0,429.0,422.8,425.9,806008,22862,343168757.0
2024-04-12,436.35,436.35,428.35,430.1,1014529,18142,437200656.0
2024-04-10,427.8,437.75,425.7,436.9,374842,9990,162175552.0
2024-04-09,430.95,431.3,425.7,426.3,234337,5226,100434336.0
2024-04-08,428.95,431.35,427.8,429.0,804878,23529,345518358.0
2024-04-05,423.1,431.75,420.0,427.85,905233,18279,386500117.0
2024-04-04,425.95,427.4,420.0,422.75,632788,18770,267835501.0
2024-04-03,426.0,428.9,421.05,425.3,381454,7122,161976474.0
2024-04-02,429.25,429.25,424.65,425.8,184630,4798,78651849.0
2024-04-01,428.6,431.45,425.7,426.65,701487,20900,300171360.0
2024-03-28,427.95,433.05,427.15,428.55,1109374,19754,477109844.0
2024-03-27,427.65,429.0,426.5,428.0,223563,3796,95668088.0
2024-03-26,426.8,429.1,425.85,427.45,221783,6245,94797852.0
2024-03-22,421.25,429.6,421.25,428.45,1525884,25717,651579710.0
2024-03-21,418.8,421.85,416.25,421.25,725215,16679,304273612.0
2024-03-20,409.55,416.45,409.55,415.7,341377,7357,140874884.0
2024-03-19,417.6,419.6,408.75,409.5,699406,12735,287744731.0
2024-03-18,419.35,420.7,416.95,417.4,1021092,18036,427288040.0
2024-03-15,418.85,428.5,415.6,419.55,1973464,34529,834524652.0
2024-03-14,422.4,425.55,418.0,419.8,720374,12182,303794209.0
2024-03-13,439.0,439.0,421.2,422.4,440739923,76943,176515911928.0
2024-03-12,405.85,405.9,399.3,404.25,2662012,226988,1070321459.0
2024-03-11,416.35,418.35,408.5,409.4,443847,8978,183967651.0
2024-03-07,408.0,415.0,403.65,413.35,950495,19384,389109841.0
2024-03-06,408.65,409.95,400.8,407.7,428410,9123,173601008.0
2024-03-05,409.15,411.45,404.0,406.1,581451,24693,236966612.0
2024-03-04,412.2,412.8,408.5,409.1,516518,18119,211953309.0
2024-03-02,412.7,417.5,410.25,412.2,35226,1661,14511824.0
2024-03-01,407.05,413.1,407.05,409.5,1032992,24158,424182097.0
2024-02-29,408.55,410.9,404.65,406.5,753356,23789,307211891.0
2024-02-28,411.85,412.3,406.95,408.6,707187,21942,289317281.0
2024-02-27,410.0,412.7,408.6,411.15,628224,17795,258065092.0
2024-02-26,410.45,413.0,407.35,409.2,916789,23605,375724398.0
2024-02-23,416.0,416.05,410.55,411.6,875217,17501,361058871.0
2024-02-22,406.7,415.0,403.6,414.3,471638,12063,192678153.0
2024-02-21,407.55,410.05,401.35,403.3,571486,13538,232311264.0
2024-02-20,411.0,411.0,404.3,406.05,684930,15129,278583741.0
2024-02-19,405.0,412.6,405.0,409.2,1153216,25994,472717777.0
2024-02-16,405.0,409.3,399.5,404.75,1925291,45410,777258404.0
2024-02-15,413.55,413.6,403.15,404.0,1090574,40513,443875811.0
2024-02-14,407.15,412.35,404.4,411.6,543399,11301,222201456.0
2024-02-13,406.85,410.55,403.35,406.6,1228665,35885,500202076.0
2024-02-12,416.05,417.5,406.05,406.85,1133299,44445,464864455.0
2024-02-09,410.35,424.2,408.7,415.6,1343339,25855,560314939.0
2024-02-08,429.45,429.45,408.65,414.45,3125344,105974,1306002179.0
2024-02-07,433.65,434.85,431.0,431.9,807548,27379,349284799.0
2024-02-06,441.75,441.75,429.55,431.4,1192928,45634,516426285.0
2024-02-05,443.8,443.8,436.55,438.05,776674,28669,342238108.0
2024-02-02,444.85,447.15,439.45,440.2,1131263,22307,501096168.0
2024-02-01,443.3,447.8,439.4,442.85,420292,9149,186413415.0
2024-01-31,440.0,442.6,438.8,441.45,318586,8049,140429120.0
2024-01-30,447.95,453.65,437.25,438.0,2273192,84612,1005663087.0
2024-01-29,456.0,456.0,447.85,450.0,335946,9107,151968407.0
2024-01-25,463.6,465.0,452.2,455.45,1450606,30847,664327339.0
2024-01-24,460.8,467.45,458.1,463.7,311606,6795,144032207.0
2024-01-23,474.0,474.1,456.5,458.65,327199,6853,152577211.0
2024-01-20,473.05,475.25,467.75,468.2,304736,10567,143702934.0
2024-01-19,469.15,472.95,466.3,471.55,837307,18719,394050943.0
2024-01-18,465.75,467.55,454.55,465.5,666490,19640,308585926.0
2024-01-17,472.7,476.85,465.3,466.8,348004,6332,163685888.0
2024-01-16,468.35,474.95,464.4,472.1,239146,5810,112317609.0
2024-01-15,470.55,470.55,466.05,467.4,274528,8379,128413151.0
2024-01-12,463.45,467.55,460.4,466.6,703482,17868,326847261.0
2024-01-11,465.5,466.45,461.25,462.6,202123,6283,93697605.0
2024-01-10,464.5,466.65,460.05,463.2,177175,7329,81922075.0
2024-01-09,469.85,469.85,463.65,464.35,121565,4283,56699640.0
2024-01-08,474.25,475.0,464.6,465.35,259076,6942,121352619.0
2024-01-05,479.95,479.95,472.0,473.9,656102,12633,311691372.0
2024-01-04,480.0,481.4,474.1,475.8,664027,18697,318035297.0
2024-01-03,471.0,480.7,469.35,477.3,5944428,11286,2839010561.0
2024-01-02,469.15,471.3,463.65,470.15,324448,8283,151859229.0
2024-01-01,462.4,469.85,462.4,467.25,937013,22806,437351465.0
2023-12-29,464.2,468.0,461.0,462.35,1402635,36170,651064916.0
2023-12-28,457.5,464.65,456.2,464.2,402698,6731,185471883.0
2023-12-27,457.05,458.6,453.9,456.8,176207,6807,80377252.0
2023-12-26,456.0,458.95,454.9,456.15,221298,6739,101117304.0
2023-12-22,453.5,455.9,450.65,455.1,661499,15359,300461370.0
2023-12-21,448.05,453.75,444.5,451.25,325803,6779,146581064.0
2023-12-20,459.0,459.25,449.4,450.75,807061,22077,366793749.0
2023-12-19,453.0,457.8,452.15,456.1,617004,16896,281039971.0
2023-12-18,455.0,455.95,450.45,451.65,744998,22690,336765356.0
2023-12-15,462.25,462.85,455.0,458.3,863397,25038,395200365.0
2023-12-14,460.0,461.0,449.5,460.15,366054,8691,167545390.0
2023-12-13,456.95,458.85,452.6,455.6,437586,13014,199423948.0
2023-12-12,454.95,459.95,452.4,453.1,304597,5937,139104755.0
2023-12-11,452.95,453.7,449.15,452.3,419309,12602,189460942.0
2023-12-08,459.85,461.55,448.4,449.15,1217117,26962,551264701.0
2023-12-07,464.15,465.1,457.3,458.1,263211,5454,121074949.0
2023-12-06,453.05,464.5,452.75,463.0,529479,11717,244252054.0
2023-12-05,455.1,457.85,450.05,451.65,249229,5436,113145243.0
2023-12-04,455.0,456.3,450.9,453.95,1242135,23706,563451422.0
2023-12-01,438.0,451.1,437.55,449.9,1022331,17409,457616385.0
2023-11-30,437.2,438.4,434.5,435.6,369179,14553,161011658.0
2023-11-29,436.0,438.3,434.2,437.25,396233,12623,172876916.0
2023-11-28,437.8,439.0,435.0,435.25,390110,14433,170150024.0
2023-11-24,441.0,442.25,436.85,437.8,438151,9245,192098583.0
2023-11-23,440.5,442.2,438.4,440.3,290592,9326,127967344.0
2023-11-22,436.55,440.5,434.9,439.7,160206,3304,70103667.0
2023-11-21,436.05,439.2,435.8,436.05,121370,3163,53061546.0
2023-11-20,439.35,440.0,434.6,436.75,257977,11106,112856623.0
2023-11-17,438.7,441.35,438.3,439.25,520951,11808,228961376.0
2023-11-16,441.65,444.4,437.6,438.5,426969,12141,188537565.0
2023-11-15,437.6,442.4,437.45,441.95,404614,11233,177978262.0
2023-11-13,438.45,438.45,435.0,436.0,250170,9010,109140989.0
2023-11-12,439.9,439.9,437.6,438.5,61595,3766,27027615.0
2023-11-10,434.45,437.9,432.35,436.2,702536,29494,305906350.0
2023-11-09,437.5,437.95,434.0,434.45,149226,3439,65001805.0
2023-11-08,433.0,437.4,432.2,436.85,337343,12560,146713553.0
2023-11-07,435.15,435.15,432.15,432.75,110826,3591,47974180.0
2023-11-06,434.95,436.9,432.5,435.15,280083,10515,121616091.0
2023-11-03,433.25,434.55,431.1,433.55,636722,15277,275768918.0
2023-11-02,430.0,432.65,428.65,431.1,107339,3864,46169115.0
2023-11-01,430.0,430.9,425.6,428.0,402810,15014,172638957.0
2023-10-31,430.6,433.4,428.0,428.55,127699,4126,54913107.0
2023-10-30,434.95,434.95,428.5,430.4,259372,6903,111826913.0
2023-10-27,435.9,436.8,432.2,433.5,535910,12354,232540219.0
2023-10-26,429.95,436.5,429.9,434.1,386413,6954,167109071.0
2023-10-25,436.05,437.8,427.15,432.6,237556,6834,102787510.0
2023-10-23,438.45,439.85,433.1,435.85,256545,6596,111972930.0
2023-10-20,449.55,449.55,437.3,438.25,707774,19556,311653576.0
2023-10-19,450.0,454.55,446.9,450.3,166180,5335,74966267.0
2023-10-18,453.5,458.0,450.75,451.55,451025,12432,205103431.0
2023-10-17,450.0,454.5,449.15,453.45,182756,3723,82734030.0
2023-10-16,448.45,450.95,446.4,448.7,125239,3886,56283570.0
2023-10-13,450.05,451.95,446.95,448.3,499455,17429,224652492.0
2023-10-12,450.0,452.35,446.4,450.65,575698,12166,259277541.0
2023-10-11,446.05,449.5,445.0,448.25,143473,4502,64184714.0
2023-10-10,440.1,444.85,440.1,444.25,183421,4059,81300253.0
2023-10-09,441.0,443.25,437.1,440.1,540840,14009,238041268.0
2023-10-06,436.1,443.55,436.1,442.2,499227,12090,220584047.0
2023-10-05,440.0,440.5,435.1,436.0,180669,5590,78988444.0
2023-10-04,439.9,441.6,433.35,436.0,270843,8366,118497615.0
2023-10-03,441.0,442.35,439.2,439.75,324449,17473,142942605.0
2023-09-29,441.15,445.6,439.15,444.4,244911,7272,108458680.0
2023-09-28,450.65,450.65,439.85,440.7,188431,6403,83506608.0
2023-09-27,442.9,449.65,438.9,449.1,174999,5135,77646527.0
2023-09-26,443.35,444.55,439.75,442.4,324937,13030,143653118.0
2023-09-25,442.65,443.8,438.45,442.6,371289,16194,163801947.0
2023-09-22,447.4,448.75,442.05,443.2,164403,5732,73052013.0
2023-09-21,452.7,453.5,444.4,447.4,516144,16545,230793089.0
2023-09-20,451.65,455.0,449.65,453.0,228977,4582,103679935.0
2023-09-18,447.85,453.95,446.3,451.9,468015,12696,211240360.0
2023-09-15,448.0,452.0,447.5,448.4,388711,11330,174630507.0
2023-09-14,455.15,455.85,447.1,449.95,200881,5174,90515012.0
2023-09-13,451.3,456.95,451.0,453.35,337219,6491,153156323.0
2023-09-12,448.05,454.25,445.5,451.0,373729,6585,168365359.0
2023-09-11,445.05,448.2,442.7,446.95,263798,5581,117323602.0
2023-09-08,447.5,447.9,441.95,442.6,394002,10134,174780320.0
2023-09-07,448.35,448.75,444.65,445.75,343327,12096,153146864.0
2023-09-06,443.1,448.45,441.9,447.5,248237,8808,110558793.0
2023-09-05,438.05,444.05,438.05,443.05,633508,18651,279364329.0
2023-09-04,441.35,442.95,436.65,437.55,721463,29157,316553607.0
2023-09-01,439.65,445.05,438.1,441.25,775553,18732,342465051.0
2023-08-31,443.95,444.8,436.1,439.65,526773,20351,231724386.0
2023-08-30,440.35,443.8,440.35,442.8,357461,11579,158114379.0
2023-08-29,442.2,444.15,439.3,440.2,180970,6095,79802309.0
2023-08-28,445.0,446.75,441.0,441.35,389599,16293,172747510.0
2023-08-25,450.05,450.7,442.15,443.85,1220526,22312,543485352.0
2023-08-24,453.8,453.8,449.3,450.75,139617,3891,62979308.0
2023-08-23,456.0,456.0,448.8,450.4,243224,5844,109591386.0
2023-08-22,448.95,455.0,447.0,454.2,272302,5822,123143062.0
2023-08-21,441.05,448.45,441.05,447.7,520567,14871,231664970.0
2023-08-18,441.0,443.15,438.45,441.9,1073319,18422,473532672.0
2023-08-17,450.05,450.35,440.0,440.85,433193,11146,191741014.0
2023-08-16,451.9,457.4,448.45,450.05,387328,10385,175062430.0
2023-08-14,448.7,451.2,445.05,448.95,220102,7338,98489014.0
2023-08-11,452.05,452.8,444.8,448.7,277900,8573,124429167.0
2023-08-10,458.6,458.95,449.0,451.45,244095,6280,110541404.0
2023-08-09,451.05,459.75,447.0,458.6,681844,21931,307287642.0
2023-08-08,455.55,456.8,451.0,452.45,517145,15395,234474653.0
2023-08-07,453.05,456.6,450.85,454.9,221461,5992,100557147.0
2023-08-04,456.0,461.45,454.0,454.9,901597,23968,411258528.0
2023-08-03,459.95,463.65,454.4,456.1,210759,9014,96718917.0
2023-08-02,463.05,464.75,458.0,459.95,356133,11649,163767478.0
2023-08-01,466.0,468.75,463.9,464.75,288875,6861,134703858.0
2023-07-31,469.0,469.9,463.55,465.6,486654,19496,226941722.0
2023-07-28,469.95,469.95,463.5,468.55,687222,10815,320894727.0
2023-07-27,473.0,475.25,461.1,464.55,403209,8632,189205421.0
2023-07-26,464.2,473.1,462.25,472.1,567830,11392,266386187.0
2023-07-25,469.95,469.95,455.5,462.2,1032765,26495,475268620.0
2023-07-24,490.55,499.6,468.0,470.9,1010271,21915,486408962.0
2023-07-21,492.3,497.55,487.05,489.85,1351020,31004,664343349.0
2023-07-20,479.05,493.5,476.15,492.15,2992405,22113,1437580795.0
2023-07-19,472.05,480.4,468.2,478.85,258281,5209,122312010.0
2023-07-18,472.1,474.2,471.15,472.45,149602,4108,70704849.0
2023-07-17,473.0,476.65,470.6,472.1,209019,4761,98895226.0
2023-07-14,472.15,475.1,471.2,472.65,424725,12326,200900182.0
2023-07-13,472.55,476.75,470.95,472.0,357953,12601,169768012.0
2023-07-12,476.05,477.9,470.4,472.35,259189,5611,122859085.0
2023-07-11,465.8,474.7,465.8,472.95,173126,4503,81548579.0
2023-07-10,470.0,470.4,463.9,465.8,170686,6716,79706931.0
2023-07-07,473.5,475.5,467.5,468.35,698220,14691,327886342.0
2023-07-06,475.55,476.85,470.5,473.75,298118,8311,141071894.0
2023-07-05,466.0,480.6,464.3,474.8,553003,9578,262100592.0
2023-07-04,465.0,467.95,459.7,465.95,281814,6263,130541813.0
2023-07-03,446.05,466.0,446.05,462.95,823126,20411,376345688.0
2023-06-30,449.25,452.0,446.7,451.65,322016,9778,145009815.0
2023-06-28,444.05,450.5,444.05,449.25,393830,12308,176617803.0
2023-06-27,445.5,447.0,443.1,445.15,102707,3314,45638268.0
2023-06-26,445.05,451.45,444.2,445.35,171875,4304,76801768.0
2023-06-23,447.55,447.65,442.6,444.65,175649,5660,78136679.0
2023-06-22,448.0,449.65,445.7,447.55,254034,8715,113789519.0
2023-06-21,452.65,454.3,445.15,447.05,308781,12109,138838037.0
2023-06-20,454.05,454.65,450.3,452.9,109362,3452,49427206.0
2023-06-19,453.5,455.9,452.2,453.5,349002,10308,158549915.0
2023-06-16,448.35,455.5,447.95,453.2,258041,6018,116789219.0
2023-06-15,444.4,448.65,444.4,447.85,223116,4626,99810219.0
2023-06-14,445.5,447.75,443.8,444.45,364360,9892,162590280.0
2023-06-13,440.0,446.25,438.2,445.45,290423,6122,129007879.0
2023-06-12,440.0,440.95,433.65,436.9,356771,13912,155661829.0
2023-06-09,432.95,444.6,432.95,438.45,224052,7908,98613845.0
2023-06-08,445.0,445.7,441.8,442.85,231472,4271,102633539.0
2023-06-07,443.05,445.7,442.8,443.8,212522,4187,94356367.0
2023-06-06,441.3,443.5,440.5,442.75,289325,9458,127843983.0
2023-06-05,445.0,446.8,440.05,440.65,223674,5497,99093856.0
2023-06-02,440.0,444.75,439.9,443.2,548054,13689,242524847.0
2023-06-01,446.8,446.8,439.15,439.8,287920,6813,127220299.0
2023-05-31,449.9,452.0,442.5,445.3,316148,8078,141131921.0
2023-05-30,440.25,451.5,440.25,449.75,819981,16036,367174739.0
2023-05-29,444.05,451.75,444.05,449.1,849212,16685,381197447.0
2023-05-26,443.0,444.75,439.75,443.7,237148,4893,105057335.0
2023-05-25,435.0,442.5,435.0,441.1,491134,8502,216082899.0
2023-05-24,428.05,434.7,427.25,433.45,243999,5017,105314535.0
2023-05-23,425.05,431.0,424.15,429.0,468490,11163,200790083.0
2023-05-22,419.9,425.7,419.05,424.75,605302,12398,256233338.0
2023-05-19,421.35,423.05,411.5,419.9,416249,9345,173761407.0
2023-05-18,430.0,432.5,418.1,419.65,839150,22145,356717643.0
2023-05-17,424.95,428.8,422.55,427.65,354751,10151,150999685.0
2023-05-16,429.5,429.75,423.6,423.95,352657,11198,150180934.0
2023-05-15,420.0,428.55,419.25,427.9,487380,13104,206950739.0
2023-05-12,420.35,422.6,416.1,420.45,190008,4809,79691636.0
2023-05-11,426.45,427.2,418.9,420.35,477786,13755,201920615.0
2023-05-10,421.0,427.25,421.0,425.4,395604,10046,167964796.0
2023-05-09,433.45,433.45,421.65,423.9,408647,7299,174050984.0
2023-05-08,431.2,433.45,429.25,431.4,537898,12162,232017467.0
2023-05-05,424.55,431.9,424.2,428.85,280126,5498,119950980.0
2023-05-04,426.0,426.9,423.8,424.5,314606,9403,133692195.0
2023-05-03,424.35,428.45,422.1,427.15,236814,4897,101071466.0
2023-05-02,427.0,427.0,421.25,424.35,335784,6457,142496806.0
2023-04-28,418.4,428.0,413.7,425.15,343789,6387,144602219.0
2023-04-27,412.2,417.4,411.0,415.85,346698,5842,144090645.0
2023-04-26,411.55,413.0,409.2,412.2,206088,5159,84758776.0
2023-04-25,408.95,413.45,407.35,411.35,287630,6528,118193669.0
2023-04-24,410.0,410.0,404.2,408.6,388848,10525,158079116.0
2023-04-21,398.6,409.0,398.6,408.25,640946,14229,259853758.0
2023-04-20,399.05,402.6,397.95,400.3,138815,4726,55539998.0
2023-04-19,396.7,401.35,396.0,398.4,217739,5507,86908040.0
2023-04-18,400.0,402.0,397.0,398.45,374042,10074,149463067.0
2023-04-17,395.0,401.95,393.0,400.2,332151,6644,132607237.0
2023-04-13,395.0,396.5,393.8,395.45,126244,4262,49906661.0
2023-04-12,398.0,398.0,392.1,393.5,306404,9301,120748686.0
2023-04-11,389.9,398.2,386.65,396.1,776912,14917,306867394.0
2023-04-10,385.6,389.95,384.85,388.7,2877281,4595,1114386832.0
2023-04-06,386.25,390.25,384.25,387.25,333759,6062,128954775.0
2023-04-05,378.95,386.85,378.95,386.25,552322,11883,212324441.0
2023-04-03,383.5,384.1,378.6,378.95,262373,5018,99982552.0
2023-03-31,382.3,384.45,380.0,383.45,355471,8176,135904540.0
2023-03-29,379.5,383.95,377.5,382.55,196441,4491,74843191.0
2023-03-28,380.6,382.45,378.2,379.6,339822,8140,129140593.0
2023-03-27,375.1,384.45,375.1,380.2,399260,10333,151955578.0
2023-03-24,380.55,383.0,378.05,378.7,250023,4676,95186097.0
2023-03-23,377.55,382.7,374.5,380.2,326621,6676,123925080.0
2023-03-22,376.6,378.45,374.15,377.65,351774,7988,132414535.0
2023-03-21,379.95,379.95,374.0,377.05,223277,4786,83940105.0
2023-03-20,371.65,379.2,371.65,378.75,440836,12543,165182096.0
2023-03-17,384.0,384.0,369.7,375.75,938748,23622,350852967.0
2023-03-16,379.0,382.4,377.0,381.5,200819,5725,76262486.0
2023-03-15,380.15,384.35,378.0,379.15,447828,8798,170243253.0
2023-03-14,383.05,386.3,377.2,379.75,666374,13225,254515137.0
2023-03-13,388.0,391.0,382.5,383.85,666402,13910,257574376.0
2023-03-10,386.7,390.25,383.1,388.05,391135,9684,151619619.0
2023-03-09,392.3,393.4,385.7,387.9,259391,5854,100678319.0
2023-03-08,384.2,393.0,384.2,392.3,525483,12876,204915823.0
2023-03-06,386.45,392.45,385.25,388.2,259971,6403,101082496.0
2023-03-03,376.3,385.35,376.0,384.8,608976,12047,232999849.0
2023-03-02,379.0,379.7,374.8,375.7,149821,5523,56386825.0
2023-03-01,375.1,380.35,373.5,378.55,365594,10436,138321946.0
2023-02-28,382.0,384.1,375.05,376.8,219870,6241,83071743.0
2023-02-27,384.6,386.8,378.1,382.15,268256,5888,102353241.0
2023-02-24,388.95,388.95,380.95,384.9,405138,10330,155815150.0
2023-02-23,383.9,394.0,383.1,387.6,1128629,17874,439719823.0
2023-02-22,381.4,384.8,380.0,383.85,485749,14463,186026655.0
2023-02-21,384.4,385.9,381.75,382.3,214094,4139,82292189.0
2023-02-20,384.15,387.45,381.55,384.0,224297,4872,86218499.0
2023-02-17,381.2,384.45,379.35,383.25,192469,4281,73611289.0
2023-02-16,382.75,385.25,380.85,382.35,189471,4671,72697115.0
2023-02-15,381.7,382.75,378.65,382.1,500470,11663,190416834.0
2023-02-14,374.25,387.55,373.75,386.5,656336,8872,251371858.0
2023-02-13,372.95,375.0,370.0,374.1,199412,4512,74322126.0
2023-02-10,373.1,376.95,370.45,371.3,335234,8658,124823678.0
2023-02-09,374.55,379.9,372.05,374.35,450410,10654,169134095.0
2023-02-08,374.15,377.15,371.65,375.65,237585,5089,89084322.0
2023-02-07,383.4,383.5,368.6,373.15,527245,9851,197268152.0
2023-02-06,385.25,388.2,379.55,383.3,686271,12499,263953299.0
2023-02-03,380.95,382.2,372.0,380.5,1126646,19870,426266773.0
2023-02-02,360.75,384.5,360.75,378.6,2711039,51609,1021263963.0
2023-02-01,352.35,365.65,329.0,361.45,2754289,35710,970952651.0
2023-01-31,345.05,354.65,341.0,352.25,376078,6478,130702352.0
2023-01-30,346.0,351.7,342.25,344.65,476579,8911,165853134.0
2023-01-27,341.0,348.8,341.0,345.65,1030259,22143,355861001.0
2023-01-25,338.6,340.95,335.3,339.65,352432,7886,119133274.0
2023-01-24,338.1,340.75,337.6,338.95,489799,7067,166398873.0
2023-01-23,334.75,338.0,333.0,337.6,344127,8423,115728677.0
2023-01-20,332.5,335.35,329.2,334.7,215603,4162,71627033.0
2023-01-19,333.2,335.7,331.55,332.1,216945,7050,72318286.0
2023-01-18,333.25,336.5,332.4,334.75,396767,9249,132745042.0
2023-01-17,330.0,333.5,329.25,332.3,192746,3723,63946123.0
2023-01-16,328.8,332.0,327.5,329.9,299516,9216,98515293.0
2023-01-13,329.9,332.35,326.4,328.8,414537,6125,136543857.0
2023-01-12,332.6,333.6,328.0,329.65,193709,4732,63919698.0
2023-01-11,333.3,335.45,331.35,331.75,258354,7466,86001727.0
2023-01-10,338.0,338.0,332.55,333.4,393429,8490,131478378.0
